pmid,title,abstract,authors,year,journal,search_label,decision
42161558,Designing interventions guided by digital phenotype and pharmacogenetics in Spain for suicidal behaviour based on retrospective data: the multicentre SMARTomicS study protocol.,"Each year, suicide claims approximately 700 000 lives worldwide and generates a significant financial burden. Integrating genomic data, exposomic factors and digital phenotypes can enhance the development of short-term predictive models. Current knowledge and available tools provide the basis for designing personalised treatment strategies that incorporate real-time interventions to prevent suicide attempt recurrence cost-effectively. This study aims to develop a predictive algorithm for suicidal behaviour integrating psychiatric assessments, genetic risk markers, digital phenotypes and exposomic data. This protocol describes a retrospective multicentre study that will recruit participants with a clinical history of suicide across 25 hospitals across Spain with a catchment area of 8.6 million people (17.8% of Spain's population). Our sample target is over 5000 participants, aged over 12 years old, ensuring 93.5% statistical power for genetic analysis. Eligible participants must be over 12 years old. Data collection will include psychiatric assessments, biospecimen collections (DNA, RNA, plasma and serum), Google Takeout data for digital phenotyping, and a standardised set of administrative and clinical data registered for each patient. Genotyping will be performed with the Axiom Spanish array (>750 000 markers), and genome-wide association studies (GWAS) will be performed after genetic imputation in a whole sample of >10 000 individuals (5000 suicide attempters; 5000 controls). Prescription and clinical history will also be retrospectively integrated, and codified data statistics forms will periodically be sent to the Government. Statistical analyses will combine traditional regression models and AI-based algorithms to identify predictive behavioural, genomic profiles, and digital markers of suicidal behaviour. Cost-effectiveness analyses of pharmacogenomic markers for antidepressant response will also be conducted.By successfully implementing this project, we aim to help reduce suicide reattempts and lessen the emotional and economic burden on families and the healthcare system. This study has been approved by the Ethics Committee of the Fundación Jiménez Díaz (PIC301-24_FJD) and complies with the Declaration of Helsinki. It adheres to the GDPR (EU Regulation 2016/679), Spain's Organic Law 3/2018 on Personal Data Protection and Digital Rights, and Law 41/2002 on patient autonomy. All required data protection measures will be implemented, including those under Real Decreto 1718/2010 on prescriptions and treatment adherence. Underaged participants will require parental consent for participation. The results will be disseminated through publication in peer-reviewed scientific journals and presentations at psychiatric conferences. NCT07422090.",Artés Carmen; Porras-Segovia Alejandro; Ruiz-Veguilla Miguel; Giner Lucas; Garcia-Campayo Javier; López Del Hoyo Yolanda; Alejandra-Saiz Pilar; García-Fernández Ainoa; Martínez-Jambrina Juan José; Villa-Díez Rocío; Gili Margalida; Roca Miquel; de Andrés Fernando; Pérez Sola Víctor; Elices Matilde E; Grande Iria; Cebria Ana Isabel; Irigoyen-Otiñano Maria; Galván-Santiago Leonardo; Garcia-Iturrospe Eduardo Jesús Aguilar; Mesones-Peral Jesús; Mora-Marín Rafael; Sierra Pîlar; Penas-Lledo Eva; LLerena Adrian; Lopez-Castroman Jorge; Cruz Raquel; Arrojo Manuel; Ovejero Santiago; de la Torre-Luque Alejandro; Palao-Tarrero Ángela; Vaquero-Lorenzo Concepción; Toma Claudio; Barrigon Maria Luisa; Artes Antonio; Díaz-Marsá Marina; Ayad-Ahmed Wala; Ibáñez Ángela; Díaz-Sastre Carmen; Salvador-Robert Mercè; Álvarez-García Raquel; Mata-Iturralde Laura; Benavente-López Sergio; Muñoz-Lorenzo Laura; Di Stasio Ezequiel Fernando; Carmona-Camacho Rodrigo; Peñuelas-Calvo Inmaculada; Valencia Miguel; López Peña Purificación; Albarracín-García Lucía; Baca-Garcia Enrique,2026,BMJ open,Financing / reimbursement — supplementary,pending
42154777,Pharmacogenomics knowledge and implementation readiness among community pharmacists in Jordan: A national cross-sectional study.,"Pharmacogenomics (PGx) offers a powerful strategy to improve medication safety and efficacy, yet its integration into community pharmacy practice remains limited. While an ""attitude-knowledge gap"" is known to exist globally, limited national data exist concerning PGx readiness among community pharmacists in Jordan. This study aimed to (i) quantify Clinical Pharmacogenetics Implementation Consortium (CPIC)-aligned PGx knowledge and characterize attitudes; (ii) assess implementation readiness across organizational, leadership, and structural dimensions; (iii) map perceived barriers; and (iv) identify independent predictors of knowledge, attitudes, and readiness. A national, cross-sectional survey was conducted using a proportionate stratified random sampling method. A content-validated and reliability-tested electronic questionnaire was distributed to community pharmacists across Jordan's three administrative regions. The instrument assessed demographics, CPIC-aligned knowledge, attitudes and perceived barriers on five-point Likert scales, and theory-informed implementation readiness. Data were analyzed using descriptive statistics, bivariate tests, and multiple linear regression. A total of 347 community pharmacists completed the survey. A vast majority (83.0%) reported no prior formal PGx training. Knowledge of practical PGx was low, with a mean score of 5.54 ± 2.12 out of 10. Attitudes were neutral (mean = 3.49 ± 0.26), while perceived barriers were rated as significant (mean severity = 3.45 ± 0.30), with privacy concerns being the highest-rated challenge (mean = 3.65 ± 0.78). Total implementation readiness was moderate (mean = 3.34 ± 0.25), with organizational readiness (mean = 3.39) rated higher than structural readiness (mean = 3.21) or leadership support (mean = 3.27). Bivariate analyses revealed few significant associations, and crucially, multiple linear regression models showed that no demographic or practice characteristics within the variables tested were significant independent predictors of knowledge or readiness. Jordanian community pharmacists demonstrated a significant gap between their positive attitudes towards PGx and the practical knowledge and systemic support required for clinical implementation. The findings revealed that the identified deficits in knowledge and readiness were widespread across all surveyed subgroups, not concentrated in specific demographic or professional subgroups. Translating the existing positive sentiment into routine clinical practice urgently requires a nationwide, standardized educational strategy coupled with the development of systemic enablers, including reimbursement pathways, integrated clinical workflows, and explicit leadership support.",Al-Kubaisi Khalid Awad; Abdel-Qader Derar H; Al Mazrouei Nadia; Ibrahim Rana; Alhusban Ahmed,2026,PloS one,Financing / reimbursement — supplementary,pending
42143746,Reappraisal of Goal-Directed Medical Therapy in Diabetic Kidney Disease: Beyond the Quadruple Therapy Paradigm.,"Diabetic kidney disease (DKD) affects 40% of individuals with diabetes and is the leading cause of chronic kidney disease worldwide. While the KDIGO guidelines have established quadruple therapy comprising renin-angiotensin system inhibitors, SGLT2 inhibitors, GLP-1 receptor agonists, and mineralocorticoid receptor antagonists as the cornerstone of DKD management, substantial phenotypic and molecular heterogeneity among patients limits the efficacy of standardized protocols. Emerging evidence highlights distinct DKD subtypes defined by inflammatory, metabolic, fibrotic, and vascular pathobiological pathways, which may warrant tailored therapeutic strategies. Novel biomarkers, including tubular injury markers, inflammatory mediators, and genetic variants such as APOL1, offer opportunities for phenotype-driven treatment. Multi-omic integration, encompassing genomics, transcriptomics, proteomics, and metabolomics, combined with machine learning algorithms, enables the identification of treatment-responsive phenotypes and supports clinical decision-making. Emerging therapeutic targets, including complement system inhibitors, ketone metabolism modulators, and JAK-STAT pathway inhibitors, have further expanded the precision medicine landscape in DKD management. Implementation challenges include biomarker standardization, healthcare infrastructure requirements, cost-effectiveness, regulatory validation, and equitable access to diverse populations. Addressing these barriers through multidisciplinary collaboration, point-of-care diagnostics, and inclusive clinical trials is essential for personalized DKD management. Goal-directed personalized DKD management represents a transformative paradigm with the potential to optimize outcomes, minimize adverse effects, and reduce long-term healthcare costs.",Mathew Gerry George,2026,Giornale italiano di nefrologia : organo ufficiale della Societa italiana di nefrologia,Financing / reimbursement — supplementary,pending
42119761,Bridging innovation and implementation in laboratory medicine: insights from a global survey on unmet needs and emerging technologies.,"Technological innovation in laboratory medicine is advancing rapidly, driven by artificial intelligence, next-generation sequencing, high-resolution mass spectrometry, novel biomarkers, and decentralized point-of-care testing. However, the translation of these advances into routine clinical practice remains uneven worldwide. To explore current barriers and priorities, the IFCC Emerging Technologies Division conducted a multi-regional survey among laboratory leaders and functional unit representatives. The survey identified a persistent gap between innovation and implementation. Major challenges included unequal access to advanced diagnostics, financial constraints, regulatory complexity, and workforce preparedness. Respondents highlighted disparities in infrastructure and expertise, particularly in low- and middle-income settings, raising concerns about widening global health inequities. Economic sustainability emerged as a central barrier, with high capital costs, uncertain reimbursement pathways, and the need for robust evidence of clinical utility and cost-effectiveness. Regulatory requirements, including evolving frameworks such as IVDR, were perceived as increasing compliance burdens and potentially limiting availability of specialized tests. A significant proportion of respondents also emphasized the need for structured implementation support, including training programs (64.7%), improved access to resources (64.7%), and strengthened networking and partnerships (66.7%). A significant skills gap related to artificial intelligence, data science, and bioinformatics was also reported, emphasizing the need for competency-based education and interdisciplinary collaboration. Six strategic priority domains were identified: AI integration, genomics capacity, global harmonization, decentralized diagnostics, biomarker validation, and implementation science. Bridging innovation and implementation will require coordinated global leadership, structured support from scientific organizations, and sustained investment to ensure equitable, clinically impactful adoption of emerging technologies.",Gruson Damien; Gouget Bernard; Karathanos Serafeim; Greaves Ronda; Liu Yan; Ebert Sven; Shah Swarup,2026,Clinica chimica acta; international journal of clinical chemistry,Financing / reimbursement — supplementary,pending
42116871,Customized Marketing Strategies for Cancer Immunocyte Therapy Based on its Distinctive Attributes.,"Cancer constitutes a persistent global health challenge, and immunocyte therapy has emerged as one approach in oncological care. This narrative review aimed to systematically analyze, synthesize, and critically interpret the therapeutic characteristics, advantages, market landscape, and current access barriers of cancer immunocyte therapy, based on thematic clustering and cross‑study integration of clinical evidence, market data, and industry reports. Immunocyte therapy exhibits distinctive features including personalization, long‑term immune memory, and observed efficacy in refractory malignancies, yet its clinical accessibility is limited by high costs, low public and physician awareness, and unsuitable traditional marketing models. Through thematic synthesis and pattern identification across included studies, this review identified core strategic directions including precise hierarchical positioning, academic and digital medical education, innovative payment models, industrial-chain integration, data‑driven dynamic optimization, policy leverage, and differentiated product‑service strategies. Each strategy is supplemented with comprehensive implementation feasibility analysis, covering regulatory constraints, infrastructure limitations, cost implications, stakeholder barriers, and context‑dependent variability to enhance practicality and credibility. These tailored marketing approaches are associated with improved market penetration, expanded patient access, and potential support for the clinical and commercial value of immunocyte therapy. This review provides evidence‑based, analytically integrated strategic insights for enterprises, medical institutions, and policymakers to promote the rational commercialization and equitable access of cancer immunocyte therapy.",Liu Xiaojing; Wei Chen; Han Xinbin; Pan Wei; Lv Jing,2026,Cancer management and research,Financing / reimbursement — supplementary,pending
42110444,Beyond antimicrobials: a host-directed precision pharmacotherapy framework for septic shock.,"Despite progress in antibiotic therapy and supportive care, septic shock continues to pose a substantial mortality burden in intensive care units, highlighting persistent limitations in current pathogen-focused treatment approaches. A central issue is the heterogeneity of host immune responses to infection, manifesting as diverse clinical phenotypes-such as immunosuppression and hyperinflammation-that drive variability in outcomes. Thus, evolving the therapeutic paradigm from infection control alone to precise modulation of the host response represents a critical next step for improving prognosis. This perspective article scrutinizes an integrated precision medicine framework that combines multidimensional host endotyping, targeted therapeutic strategies, and real-time monitoring with dynamic feedback. We examine its scientific foundations, potential clinical applications, and implementation pathways, while addressing current challenges and future directions. The goal is to offer a structured perspective and actionable insights to advance individualized management of septic shock.",Cheng Xian-Zhi; Li Jia-Shu; An Ping; Han Bing; Li Li-Kun; Ma Kong-Lei; Zhang Hong,2026,Frontiers in medicine,Financing / reimbursement — supplementary,pending
42108572,"Transformative microsystems for Cancer Diagnosis, treatment monitoring, and clinical integration: Outcomes from an NCI Workshop.","The National Cancer Institute (NCI) convened a three-day virtual workshop, Transformative Microsystems for Cancer Diagnosis, Treatment Monitoring, and Clinical Integration (September 23-25, 2025). The meeting assembled experts from government, academia, and industry to discuss how microphysiological systems (MPS), tumor- and organ-on-a-chip devices, and integrated liquid-biopsy platforms are reshaping oncology. Sessions explored innovation, translational implementation, clinical usability, and policy barriers. This commentary outlines a roadmap for bridging biology, computation, and device design to transform microsystems from experimental tools into integrated components of personalized cancer care. The workshop consensus was that the next phase of innovation must focus on reproducibility, scalable and quality-controlled manufacturing, and clinical usability. FDA clearance alone does not guarantee patient access to microsystem diagnostics or improved outcomes, and early engagement with payers is essential to ensure validated technologies meet cost-effectiveness criteria for insurance coverage. Collaboration with end-users early in the design process is also essential as poor usability is a primary cause of product failure. Key barriers to clinical translation include a lack of consensus standards (e.g., leakage testing, flow-rate calibration, sensor validation) and availability of biobank materials for validating translational microsystem technologies.",Rizwan Asif; Divi Rao; Ossandon Miguel R; Harris Lyndsay N; Sorg Brian S,2026,Journal of the National Cancer Institute,Financing / reimbursement — supplementary,pending
42104902,Pharmacogenomics in epilepsy care across Asia.,"The selection of anti-seizure medications (ASMs) in epilepsy remains largely empirical, leading to varied efficacy and a significant burden of adverse drug reactions (ADRs). A pharmacogenomic-based strategy can be used to personalize ASM selection, as it incorporates genetic information into clinical decision-making. While more than 50 gene-drug associations have been reported in epilepsy, few pairs have strong, replicated evidence with clinical applicability. In Asia, key variants include HLA-B15:02 and HLA-A31:01, which are associated with severe cutaneous adverse reactions (SCARs), and CYP2C9 and CYP2C19 variants, which affect drug metabolism. These pairs have influenced regional regulatory policies, with HLA-B15:02 screening widely implemented prior to carbamazepine use. However, routine practice is still heterogenous due to variability in allele frequencies, healthcare infrastructure, and policy frameworks across countries. We propose evidence-based criteria for clinical implementation of pharmacogenomic markers, emphasizing replicated associations, clinical significance, actionable alternatives, and cost-effectiveness. Currently, HLA-B15:02 possesses the strongest evidence for mandatory screening, while others remain advisory due to limited outcome data. Real-world challenges include incomplete risk prediction from single-allele testing, overlapping drug hypersensitivity profiles, and workflow limitations, particularly in urgent care settings. In lower resource regions, test availability and access are additional hurdles to implementation. Future research should include multiethnic datasets, improved health-economic evaluations, and integration of genomic data into clinical decision-support systems. Advancing polygenic and multi-omics approaches could improve prediction of treatment response and toxicity.",Raheja Anushika; Tan Zhibin; Narasimhalu Kaavya,2026,Epilepsia,Financing / reimbursement — supplementary,pending
42064902,"Real-world costs per life-year of targeted therapy, incidence, lifetime health impact, and medical costs of renal cell carcinoma in Taiwan.","The incidence of renal cell carcinoma (RCC) and its associated economic burden have risen significantly in Taiwan. While targeted therapy has become a standard treatment, its real-world effectiveness and cost-effectiveness remain to be fully evaluated. This population-based cohort study utilized the Taiwan National Health Insurance Research Database and Cancer Registry to analyze 14,131 RCC cases diagnosed between 1998 and 2016. Key outcomes included life expectancy (LE), loss of LE, and lifetime medical costs. The cumulative incidence rate of RCC increased from 0.37 to 0.73% in men and from 0.23 to 0.36% in women. Significant LE loss was observed, particularly in patients under 50 years of age (14.38 years in men; 12.89 years in women). In advanced cases, targeted therapy yielded a slightly higher LE (4.43 years) compared to non-targeted therapy (3.63 years); however, the loss of LE was similar between groups. The real-world relationship between survival outcomes and lifetime medical costs of targeted therapy in Taiwan suggests suboptimal efficiency under current clinical practice. These findings suggest a need to re-evaluate reimbursement strategies by considering pharmacogenomic heterogeneity, implementing genomic profiling for precision medicine, and transitioning toward more effective combination therapy paradigms.",Lu Chin-Heng; Tung Min-Che; Ou Yen-Chuan; Chiu Ying-Ming; Tse Siu-San; Chang Chia-Che,2026,Frontiers in public health,Financing / reimbursement — supplementary,pending
42048619,Importance of and Strategies for Implementing,Recent regulatory and guideline changes have established pretreatment,Kratz Jeremy; Merritt Karen; Jorgensen Jessica; Kanji Comfort; Quiñones Luis Abel; Hertz Daniel L,2026,American Society of Clinical Oncology educational book. American Society of Clinical Oncology. Annual Meeting,Financing / reimbursement — supplementary,pending
42040955,Precision Medicine in Rural Settings: Patient Perspectives on Clinician-Ordered Genetic Testing.,"Genetic testing is a cornerstone of precision medicine, yet evidence on rural genetic testing use is limited. Reduced access to specialty services and geographic barriers in rural settings may influence how rural residents experience and use genetic testing. Understanding contextual determinants and pre-implementation outcomes of clinician-ordered genetic testing is critical for enhancing access to precision medicine. We conducted semi-structured interviews with rural residents in the Mountain West region of the United States who had discussed reproductive genetic carrier screening or disease risk genetic testing with a clinician. Interviews were thematically analyzed using a hybrid deductive-inductive approach informed by the Practical, Robust Implementation and Sustainability Model and the Implementation Outcomes Framework, with a focus on contextual determinants and the implementation outcomes acceptability and appropriateness. Participants were 30 predominantly college-educated non-Hispanic White residents of rural counties in Idaho, Montana, Nevada, Wyoming or Utah who had discussed disease risk or reproductive carrier genetic testing with a clinician. Participants generally perceived genetic testing discussed with a clinician as acceptable and appropriate, particularly when testing reduced uncertainty, supported reproductive decision-making or family responsibility, and was perceived as actionable. Ease and convenience of testing, out-of-pocket costs, insurance coverage, emotional readiness, and alignment with personal values influenced acceptability. Appropriateness was closely linked to clinician communication and interpersonal practices, including how clinicians explained testing, framed its relevance, and engaged patients in decision-making. Barriers to genetic testing for rural residents included having to navigate geographic distance, fragmented referral processes, and limited local specialty capacity, often relying on referrals to metropolitan healthcare systems. Among rural residents who discussed genetic testing with a clinician, genetic testing was primarily perceived as acceptable and appropriate; however, access was patient driven in the context of constrained rural healthcare infrastructure. These findings suggest that rural inequities in the uptake of precision medicine tools like genetic testing may be driven less by patient attitudes and more by the organization, communication, and delivery of genetic services within rural health systems.",Madeo Anne C; Kaphingst Kimberly A; Yack Melissa; Bouldin Erin D; Schlechter Chelsey R; Dallas Sarah; Porter Gwenndolyn; Hill Jennie L,2026,Research square,Financing / reimbursement — supplementary,pending
42024850,Latin America Special Series Infographic.,"Noncommunicable diseases disproportionately affect low- and middle-income countries, which are projected to account for 75% of global cancer deaths by 2030. Latin America faces unique challenges, including fragmented health systems, limited infrastructure, and significant inequities in access to screening and innovative therapies. This special series in",Bourlon Maria T; Kihn-Alarcón Alba; Valdez-Sandoval Paola I,2026,JCO global oncology,Financing / reimbursement — supplementary,pending
